Date,iso3,CountryName,Region,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-01-24,FRA,France,Île-de-France,2,0,0,2,2,0,TRUE,TRUE
2020-01-24,FRA,France,Nouvelle-Aquitaine,1,0,0,1,1,0,TRUE,TRUE
2020-01-25,FRA,France,Île-de-France,2,0,0,2,2,0,TRUE,TRUE
2020-01-25,FRA,France,Nouvelle-Aquitaine,1,0,0,1,1,0,TRUE,TRUE
2020-01-26,FRA,France,Île-de-France,2,0,0,2,2,0,TRUE,TRUE
2020-01-26,FRA,France,Nouvelle-Aquitaine,1,0,0,1,1,0,TRUE,TRUE
2020-01-27,FRA,France,Île-de-France,2,0,0,2,2,0,TRUE,TRUE
2020-01-27,FRA,France,Île-de-France,2,0,0,2,2,0,TRUE,TRUE
2020-01-27,FRA,France,Nouvelle-Aquitaine,1,0,0,1,1,0,TRUE,TRUE
2020-01-27,FRA,France,Nouvelle-Aquitaine,1,0,0,1,1,0,TRUE,TRUE
2020-01-28,FRA,France,Île-de-France,3,0,0,3,3,0,TRUE,TRUE
2020-01-28,FRA,France,Nouvelle-Aquitaine,1,0,0,1,1,0,TRUE,TRUE
2020-01-29,FRA,France,Île-de-France,4,0,0,4,4,0,TRUE,TRUE
2020-01-29,FRA,France,Nouvelle-Aquitaine,1,0,0,1,1,0,TRUE,TRUE
2020-01-30,FRA,France,Île-de-France,5,0,0,5,5,0,TRUE,TRUE
2020-01-30,FRA,France,Nouvelle-Aquitaine,1,0,0,1,1,0,TRUE,TRUE
2020-01-31,FRA,France,Île-de-France,5,0,0,5,5,0,TRUE,TRUE
2020-01-31,FRA,France,Nouvelle-Aquitaine,1,0,0,1,1,0,TRUE,TRUE
2020-01-31,GBR,United Kingdom,North East and Yorkshire,2,0,0,0,0,0,FALSE,TRUE
2020-02-03,FRA,France,Île-de-France,5,0,0,5,5,0,TRUE,TRUE
2020-02-03,FRA,France,Nouvelle-Aquitaine,1,0,0,1,1,0,TRUE,TRUE
2020-02-05,FRA,France,Île-de-France,5,0,0,5,5,0,TRUE,TRUE
2020-02-05,FRA,France,Nouvelle-Aquitaine,1,0,0,1,1,0,TRUE,TRUE
2020-02-06,FRA,France,Île-de-France,5,0,0,5,5,0,TRUE,TRUE
2020-02-06,FRA,France,Nouvelle-Aquitaine,1,0,0,1,1,0,TRUE,TRUE
2020-02-06,GBR,United Kingdom,North East and Yorkshire,2,0,0,0,0,0,FALSE,TRUE
2020-02-06,GBR,United Kingdom,South East,1,0,0,0,0,0,FALSE,TRUE
2020-02-07,FRA,France,Auvergne-Rhône-Alpes,5,0,0,5,5,0,TRUE,TRUE
2020-02-07,FRA,France,Île-de-France,5,0,0,5,5,0,TRUE,TRUE
2020-02-07,FRA,France,Nouvelle-Aquitaine,1,0,0,1,1,0,TRUE,TRUE
2020-02-08,FRA,France,Auvergne-Rhône-Alpes,5,0,0,5,0,0,TRUE,TRUE
2020-02-08,FRA,France,Auvergne-Rhône-Alpes,5,0,0,5,0,0,TRUE,TRUE
2020-02-08,FRA,France,Île-de-France,5,0,0,5,0,0,TRUE,TRUE
2020-02-08,FRA,France,Île-de-France,5,0,0,5,0,0,TRUE,TRUE
2020-02-08,FRA,France,Nouvelle-Aquitaine,1,0,0,1,0,0,TRUE,TRUE
2020-02-08,FRA,France,Nouvelle-Aquitaine,1,0,0,1,0,0,TRUE,TRUE
2020-02-10,FRA,France,Auvergne-Rhône-Alpes,5,0,0,5,5,0,TRUE,TRUE
2020-02-10,FRA,France,Île-de-France,5,0,0,5,5,0,TRUE,TRUE
2020-02-10,FRA,France,Nouvelle-Aquitaine,1,0,0,1,1,0,TRUE,TRUE
2020-02-10,GBR,United Kingdom,North East and Yorkshire,2,0,0,0,0,0,FALSE,TRUE
2020-02-10,GBR,United Kingdom,South East,5,0,0,0,0,0,FALSE,TRUE
2020-02-11,FRA,France,Auvergne-Rhône-Alpes,5,0,0,5,5,0,TRUE,TRUE
2020-02-11,FRA,France,Île-de-France,5,0,0,5,5,0,TRUE,TRUE
2020-02-11,FRA,France,Nouvelle-Aquitaine,1,0,0,1,1,0,TRUE,TRUE
2020-02-12,FRA,France,Auvergne-Rhône-Alpes,5,0,0,5,5,0,TRUE,TRUE
2020-02-12,FRA,France,Île-de-France,5,0,0,5,5,0,TRUE,TRUE
2020-02-12,FRA,France,Nouvelle-Aquitaine,1,0,0,1,1,0,TRUE,TRUE
2020-02-12,GBR,United Kingdom,London,1,0,0,0,0,0,FALSE,TRUE
2020-02-12,GBR,United Kingdom,North East and Yorkshire,2,0,0,0,0,0,FALSE,TRUE
2020-02-12,GBR,United Kingdom,South East,5,0,0,0,0,0,FALSE,TRUE
2020-02-20,FRA,France,Auvergne-Rhône-Alpes,6,0,0,6,6,0,TRUE,TRUE
2020-02-20,FRA,France,Île-de-France,5,0,0,5,4,0,TRUE,TRUE
2020-02-20,FRA,France,Nouvelle-Aquitaine,1,0,0,1,1,0,TRUE,TRUE
2020-02-20,ITA,Italy,Lombardia,3,0,0,0,0,0,TRUE,TRUE
2020-02-20,LVA,Latvia,Latvia,-1,0,0,-1,0,0,TRUE,TRUE
2020-02-21,ITA,Italy,Lombardia,20,0,0,0,0,0,TRUE,TRUE
2020-02-21,ITA,Italy,Veneto,2,0,0,0,0,0,TRUE,TRUE
2020-02-22,ITA,Italy,Emilia-Romagna,2,0,0,0,0,0,TRUE,TRUE
2020-02-22,ITA,Italy,Lazio,2,0,0,0,0,0,TRUE,TRUE
2020-02-22,ITA,Italy,Lombardia,54,0,0,0,0,0,TRUE,TRUE
2020-02-22,ITA,Italy,Piemonte,1,0,0,0,0,0,TRUE,TRUE
2020-02-22,ITA,Italy,Veneto,19,0,0,0,0,0,TRUE,TRUE
2020-02-23,ITA,Italy,Emilia-Romagna,9,0,0,0,0,0,TRUE,TRUE
2020-02-23,ITA,Italy,Lazio,2,0,0,0,0,0,TRUE,TRUE
2020-02-23,ITA,Italy,Lombardia,116,0,0,0,0,0,TRUE,TRUE
2020-02-23,ITA,Italy,Piemonte,3,0,0,0,0,0,TRUE,TRUE
2020-02-23,ITA,Italy,Veneto,25,0,0,0,0,0,TRUE,TRUE
2020-02-23,GBR,United Kingdom,England,4,0,0,0,0,0,FALSE,TRUE
2020-02-23,GBR,United Kingdom,London,1,0,0,0,0,0,FALSE,TRUE
2020-02-23,GBR,United Kingdom,North East and Yorkshire,2,0,0,0,0,0,FALSE,TRUE
2020-02-23,GBR,United Kingdom,South East,5,0,0,0,0,0,FALSE,TRUE
2020-02-24,ITA,Italy,Emilia-Romagna,18,0,0,18,12,2,TRUE,TRUE
2020-02-24,ITA,Italy,Lazio,3,0,1,2,2,1,TRUE,TRUE
2020-02-24,ITA,Italy,Lombardia,172,6,0,166,95,19,TRUE,TRUE
2020-02-24,ITA,Italy,Piemonte,3,0,0,3,2,0,TRUE,TRUE
2020-02-24,ITA,Italy,Veneto,33,1,0,32,16,4,TRUE,TRUE
2020-02-25,ITA,Italy,Bolzano,1,0,0,0,0,0,TRUE,TRUE
2020-02-25,ITA,Italy,Emilia-Romagna,26,0,0,0,0,0,TRUE,TRUE
2020-02-25,ITA,Italy,Lazio,3,0,1,0,0,0,TRUE,TRUE
2020-02-25,ITA,Italy,Liguria,1,0,0,0,0,0,TRUE,TRUE
2020-02-25,ITA,Italy,Lombardia,240,9,0,0,0,0,TRUE,TRUE
2020-02-25,ITA,Italy,Piemonte,3,0,0,0,0,0,TRUE,TRUE
2020-02-25,ITA,Italy,Sicilia,3,0,0,0,0,0,TRUE,TRUE
2020-02-25,ITA,Italy,Toscana,2,0,0,0,0,0,TRUE,TRUE
2020-02-25,ITA,Italy,Veneto,43,1,0,0,0,0,TRUE,TRUE
2020-02-25,CHE,Switzerland,Ticino,1,0,0,1,0,0,FALSE,FALSE
2020-02-26,ITA,Italy,Bolzano,1,0,0,1,1,0,TRUE,TRUE
2020-02-26,ITA,Italy,Emilia-Romagna,47,1,0,46,23,3,TRUE,TRUE
2020-02-26,ITA,Italy,Lazio,3,0,3,0,0,0,TRUE,TRUE
2020-02-26,ITA,Italy,Liguria,11,0,0,11,6,0,TRUE,TRUE
2020-02-26,ITA,Italy,Lombardia,258,9,0,249,104,25,TRUE,TRUE
2020-02-26,ITA,Italy,Marche,1,0,0,1,1,0,TRUE,TRUE
2020-02-26,ITA,Italy,Piemonte,3,0,0,3,2,0,TRUE,TRUE
2020-02-26,ITA,Italy,Sicilia,3,0,0,3,1,0,TRUE,TRUE
2020-02-26,ITA,Italy,Toscana,2,0,0,2,2,0,TRUE,TRUE
2020-02-26,ITA,Italy,Veneto,71,2,0,69,24,8,TRUE,TRUE
2020-02-26,CHE,Switzerland,Geneva,1,0,0,1,1,0,FALSE,FALSE
2020-02-26,CHE,Switzerland,Ticino,1,0,0,1,0,0,FALSE,FALSE
2020-02-27,ITA,Italy,Abruzzo,1,0,0,1,1,0,TRUE,TRUE
2020-02-27,ITA,Italy,Bolzano,1,0,0,1,1,0,TRUE,TRUE
2020-02-27,ITA,Italy,Campania,3,0,0,3,2,0,TRUE,TRUE
2020-02-27,ITA,Italy,Emilia-Romagna,97,1,0,96,42,6,TRUE,TRUE
2020-02-27,ITA,Italy,Lazio,3,0,3,0,0,0,TRUE,TRUE
2020-02-27,ITA,Italy,Liguria,19,0,0,19,9,0,TRUE,TRUE
2020-02-27,ITA,Italy,Lombardia,403,14,40,349,213,41,TRUE,TRUE
2020-02-27,ITA,Italy,Marche,3,0,0,3,3,1,TRUE,TRUE
2020-02-27,ITA,Italy,Piemonte,2,0,0,2,2,0,TRUE,TRUE
2020-02-27,ITA,Italy,Puglia,1,0,0,1,1,0,TRUE,TRUE
2020-02-27,ITA,Italy,Sicilia,4,0,2,2,1,0,TRUE,TRUE
2020-02-27,ITA,Italy,Toscana,2,0,0,2,2,0,TRUE,TRUE
2020-02-27,ITA,Italy,Veneto,111,2,0,109,27,8,TRUE,TRUE
2020-02-27,NLD,Netherlands,North Brabant,1,0,0,0,0,0,TRUE,TRUE
2020-02-27,CHE,Switzerland,Geneva,1,0,0,1,1,0,FALSE,FALSE
2020-02-27,CHE,Switzerland,Ticino,1,0,0,1,0,0,FALSE,FALSE
2020-02-27,CHE,Switzerland,Zurich,1,0,0,1,0,0,FALSE,FALSE
2020-02-27,GBR,United Kingdom,England,5,0,0,0,0,0,FALSE,TRUE
2020-02-27,GBR,United Kingdom,London,1,0,0,0,0,0,FALSE,TRUE
2020-02-27,GBR,United Kingdom,Midlands,1,0,0,0,0,0,FALSE,TRUE
2020-02-27,GBR,United Kingdom,North East and Yorkshire,2,0,0,0,0,0,FALSE,TRUE
2020-02-27,GBR,United Kingdom,Northern Ireland,1,0,0,0,0,0,FALSE,TRUE
2020-02-27,GBR,United Kingdom,South East,5,0,0,0,0,0,FALSE,TRUE
2020-02-28,FRA,France,Auvergne-Rhône-Alpes,11,0,0,11,0,0,TRUE,TRUE
2020-02-28,FRA,France,Bourgogne-Franche-Comté,4,0,0,4,0,0,TRUE,TRUE
2020-02-28,FRA,France,Bretagne,1,0,0,1,0,0,TRUE,TRUE
2020-02-28,FRA,France,Grand Est,1,0,0,1,0,0,TRUE,TRUE
2020-02-28,FRA,France,Hauts-de-France,9,0,0,9,0,0,TRUE,TRUE
2020-02-28,FRA,France,Île-de-France,9,0,0,9,0,0,TRUE,TRUE
2020-02-28,FRA,France,Nouvelle-Aquitaine,1,0,0,1,0,0,TRUE,TRUE
2020-02-28,FRA,France,Occitanie,1,0,0,1,0,0,TRUE,TRUE
2020-02-28,FRA,France,Pays de la Loire,1,0,0,1,0,0,TRUE,TRUE
2020-02-28,ITA,Italy,Abruzzo,1,0,0,1,1,0,TRUE,TRUE
2020-02-28,ITA,Italy,Bolzano,1,0,0,1,1,0,TRUE,TRUE
2020-02-28,ITA,Italy,Calabria,1,0,0,1,0,0,TRUE,TRUE
2020-02-28,ITA,Italy,Campania,4,0,0,4,2,0,TRUE,TRUE
2020-02-28,ITA,Italy,Emilia-Romagna,145,2,0,143,62,6,TRUE,TRUE
2020-02-28,ITA,Italy,Lazio,3,0,3,0,0,0,TRUE,TRUE
2020-02-28,ITA,Italy,Liguria,19,0,0,19,9,0,TRUE,TRUE
2020-02-28,ITA,Italy,Lombardia,531,17,40,474,282,47,TRUE,TRUE
2020-02-28,ITA,Italy,Marche,6,0,0,6,5,2,TRUE,TRUE
2020-02-28,ITA,Italy,Piemonte,11,0,0,11,7,0,TRUE,TRUE
2020-02-28,ITA,Italy,Puglia,3,0,0,3,1,0,TRUE,TRUE
2020-02-28,ITA,Italy,Sicilia,4,0,2,2,1,0,TRUE,TRUE
2020-02-28,ITA,Italy,Toscana,8,0,1,7,5,0,TRUE,TRUE
2020-02-28,ITA,Italy,Veneto,151,2,0,149,33,9,TRUE,TRUE
2020-02-28,NLD,Netherlands,North Brabant,1,0,0,0,0,0,TRUE,TRUE
2020-02-28,NLD,Netherlands,North Holland,1,0,0,0,0,0,TRUE,TRUE
2020-02-28,CHE,Switzerland,Aargau,1,0,0,1,0,0,FALSE,FALSE
2020-02-28,CHE,Switzerland,Basel Country,1,0,0,1,0,0,FALSE,FALSE
2020-02-28,CHE,Switzerland,Bern,1,0,0,1,0,0,FALSE,FALSE
2020-02-28,CHE,Switzerland,Geneva,3,0,0,3,2,0,FALSE,FALSE
2020-02-28,CHE,Switzerland,Ticino,1,0,0,1,0,0,FALSE,FALSE
2020-02-28,CHE,Switzerland,Valais,1,0,0,1,3,0,FALSE,FALSE
2020-02-28,CHE,Switzerland,Zurich,2,0,0,2,0,0,FALSE,FALSE
2020-02-28,GBR,United Kingdom,England,6,0,0,0,0,0,FALSE,TRUE
2020-02-28,GBR,United Kingdom,London,3,0,0,0,0,0,FALSE,TRUE
2020-02-28,GBR,United Kingdom,Midlands,1,0,0,0,0,0,FALSE,TRUE
2020-02-28,GBR,United Kingdom,North East and Yorkshire,2,0,0,0,0,0,FALSE,TRUE
2020-02-28,GBR,United Kingdom,Northern Ireland,1,0,0,0,0,0,FALSE,TRUE
2020-02-28,GBR,United Kingdom,South East,6,0,0,0,0,0,FALSE,TRUE
2020-02-28,GBR,United Kingdom,Wales,1,0,0,0,0,0,FALSE,TRUE
2020-02-29,DEU,Germany,Baden-Württemberg,14,0,0,0,0,0,TRUE,TRUE
2020-02-29,DEU,Germany,Bayern,15,0,0,0,0,0,TRUE,TRUE
2020-02-29,DEU,Germany,Hessen,3,0,0,0,0,0,TRUE,TRUE
2020-02-29,DEU,Germany,Nordrhein-Westfalen,30,0,0,0,0,0,TRUE,TRUE
2020-02-29,DEU,Germany,Repatriierte,2,0,0,0,0,0,TRUE,TRUE
2020-02-29,DEU,Germany,Rheinland-Pfalz,1,0,0,0,0,0,TRUE,TRUE
2020-02-29,DEU,Germany,Schleswig Holstein,1,0,0,0,0,0,TRUE,TRUE
2020-02-29,ITA,Italy,Abruzzo,2,0,0,2,2,0,TRUE,TRUE
2020-02-29,ITA,Italy,Bolzano,1,0,0,1,1,0,TRUE,TRUE
2020-02-29,ITA,Italy,Calabria,1,0,0,1,0,0,TRUE,TRUE
2020-02-29,ITA,Italy,Campania,13,0,0,13,3,0,TRUE,TRUE
2020-02-29,ITA,Italy,Emilia-Romagna,217,4,0,213,97,11,TRUE,TRUE
2020-02-29,ITA,Italy,Lazio,6,0,3,3,3,0,TRUE,TRUE
2020-02-29,ITA,Italy,Liguria,42,0,4,38,5,1,TRUE,TRUE
2020-02-29,ITA,Italy,Lombardia,615,23,40,552,336,80,TRUE,TRUE
2020-02-29,ITA,Italy,Marche,11,0,0,11,8,2,TRUE,TRUE
2020-02-29,ITA,Italy,Piemonte,11,0,0,11,7,0,TRUE,TRUE
2020-02-29,ITA,Italy,Puglia,3,0,0,3,1,0,TRUE,TRUE
2020-02-29,ITA,Italy,Sicilia,4,0,2,2,1,0,TRUE,TRUE
2020-02-29,ITA,Italy,Toscana,11,0,1,10,7,0,TRUE,TRUE
2020-02-29,ITA,Italy,Veneto,191,2,0,189,35,11,TRUE,TRUE
2020-02-29,NLD,Netherlands,North Brabant,3,0,0,0,0,0,TRUE,TRUE
2020-02-29,NLD,Netherlands,North Holland,2,0,0,0,0,0,TRUE,TRUE
2020-02-29,NLD,Netherlands,South Holland,1,0,0,0,0,0,TRUE,TRUE
2020-02-29,ESP,Spain,Andalucía,10,0,0,0,0,0,TRUE,TRUE
2020-02-29,ESP,Spain,Canarias,6,0,0,0,0,0,TRUE,TRUE
2020-02-29,ESP,Spain,Cantabria,1,0,0,0,0,0,TRUE,TRUE
2020-02-29,ESP,Spain,Castilla y León,2,0,0,0,0,0,TRUE,TRUE
2020-02-29,ESP,Spain,Cataluña,6,0,0,0,0,0,TRUE,TRUE
2020-02-29,ESP,Spain,Comunidad de Madrid,10,0,0,0,0,0,TRUE,TRUE
2020-02-29,ESP,Spain,Illes Balears,1,0,0,0,0,0,TRUE,TRUE
2020-02-29,ESP,Spain,País Vasco,3,0,0,0,0,0,TRUE,TRUE
2020-02-29,ESP,Spain,Principado de Asturias,1,0,0,0,0,0,TRUE,TRUE
2020-02-29,CHE,Switzerland,Aargau,1,0,0,1,0,0,FALSE,FALSE
2020-02-29,CHE,Switzerland,Basel Country,2,0,0,2,0,0,FALSE,FALSE
2020-02-29,CHE,Switzerland,Bern,1,0,0,1,0,0,FALSE,FALSE
2020-02-29,CHE,Switzerland,Geneva,5,0,0,5,3,0,FALSE,FALSE
2020-02-29,CHE,Switzerland,Ticino,1,0,0,1,0,0,FALSE,FALSE
2020-02-29,CHE,Switzerland,Valais,1,0,0,1,3,0,FALSE,FALSE
2020-02-29,CHE,Switzerland,Zurich,2,0,0,2,0,0,FALSE,FALSE
2020-02-29,GBR,United Kingdom,East of England,1,0,0,0,0,0,FALSE,TRUE
2020-02-29,GBR,United Kingdom,England,6,0,0,0,0,0,FALSE,TRUE
2020-02-29,GBR,United Kingdom,London,3,0,0,0,0,0,FALSE,TRUE
2020-02-29,GBR,United Kingdom,Midlands,1,0,0,0,0,0,FALSE,TRUE
2020-02-29,GBR,United Kingdom,North East and Yorkshire,3,0,0,0,0,0,FALSE,TRUE
2020-02-29,GBR,United Kingdom,Northern Ireland,1,0,0,0,0,0,FALSE,TRUE
2020-02-29,GBR,United Kingdom,South East,6,0,0,0,0,0,FALSE,TRUE
2020-02-29,GBR,United Kingdom,South West,1,0,0,0,0,0,FALSE,TRUE
2020-02-29,GBR,United Kingdom,Wales,1,0,0,0,0,0,FALSE,TRUE
2020-03-01,DEU,Germany,Baden-Württemberg,15,0,0,0,0,0,TRUE,TRUE
2020-03-01,DEU,Germany,Bayern,23,0,0,0,0,0,TRUE,TRUE
2020-03-01,DEU,Germany,Bremen,1,0,0,0,0,0,TRUE,TRUE
2020-03-01,DEU,Germany,Hamburg,1,0,0,0,0,0,TRUE,TRUE
2020-03-01,DEU,Germany,Hessen,8,0,0,0,0,0,TRUE,TRUE
2020-03-01,DEU,Germany,Niedersachsen,1,0,0,0,0,0,TRUE,TRUE
2020-03-01,DEU,Germany,Nordrhein-Westfalen,74,0,0,0,0,0,TRUE,TRUE
2020-03-01,DEU,Germany,Repatriierte,2,0,0,0,0,0,TRUE,TRUE
2020-03-01,DEU,Germany,Rheinland-Pfalz,2,0,0,0,0,0,TRUE,TRUE
2020-03-01,DEU,Germany,Schleswig Holstein,2,0,0,0,0,0,TRUE,TRUE
2020-03-01,ITA,Italy,Abruzzo,5,0,0,5,3,0,TRUE,TRUE
2020-03-01,ITA,Italy,Bolzano,1,0,0,1,1,0,TRUE,TRUE
2020-03-01,ITA,Italy,Calabria,1,0,0,1,0,0,TRUE,TRUE
2020-03-01,ITA,Italy,Campania,17,0,0,17,4,0,TRUE,TRUE
2020-03-01,ITA,Italy,Emilia-Romagna,285,8,0,277,140,13,TRUE,TRUE
2020-03-01,ITA,Italy,Friuli Venezia Giulia,6,0,0,6,0,0,TRUE,TRUE
2020-03-01,ITA,Italy,Lazio,6,0,3,3,3,0,TRUE,TRUE
2020-03-01,ITA,Italy,Liguria,25,0,4,21,13,1,TRUE,TRUE
2020-03-01,ITA,Italy,Lombardia,984,24,73,887,512,106,TRUE,TRUE
2020-03-01,ITA,Italy,Marche,25,0,0,25,17,5,TRUE,TRUE
2020-03-01,ITA,Italy,Piemonte,49,0,0,49,13,2,TRUE,TRUE
2020-03-01,ITA,Italy,Puglia,3,0,0,3,1,0,TRUE,TRUE
2020-03-01,ITA,Italy,Sicilia,9,0,2,7,1,0,TRUE,TRUE
2020-03-01,ITA,Italy,Toscana,13,0,1,12,7,0,TRUE,TRUE
2020-03-01,ITA,Italy,Umbria,2,0,0,2,0,0,TRUE,TRUE
2020-03-01,ITA,Italy,Veneto,263,2,0,261,64,13,TRUE,TRUE
2020-03-01,NLD,Netherlands,Drenthe,1,0,0,0,0,0,TRUE,TRUE
2020-03-01,NLD,Netherlands,North Brabant,4,0,0,0,0,0,TRUE,TRUE
2020-03-01,NLD,Netherlands,North Holland,2,0,0,0,0,0,TRUE,TRUE
2020-03-01,NLD,Netherlands,South Holland,2,0,0,0,0,0,TRUE,TRUE
2020-03-01,ESP,Spain,Andalucía,12,0,0,0,0,0,TRUE,TRUE
2020-03-01,ESP,Spain,Canarias,6,0,0,0,0,0,TRUE,TRUE
2020-03-01,ESP,Spain,Cantabria,1,0,0,0,0,0,TRUE,TRUE
2020-03-01,ESP,Spain,Castilla y León,3,0,0,0,0,0,TRUE,TRUE
2020-03-01,ESP,Spain,Castilla-La Mancha,1,0,0,0,0,0,TRUE,TRUE
2020-03-01,ESP,Spain,Cataluña,12,0,0,0,0,0,TRUE,TRUE
2020-03-01,ESP,Spain,Comunidad de Madrid,15,0,0,0,0,0,TRUE,TRUE
2020-03-01,ESP,Spain,Illes Balears,1,0,0,0,0,0,TRUE,TRUE
2020-03-01,ESP,Spain,País Vasco,9,0,0,0,0,0,TRUE,TRUE
2020-03-01,ESP,Spain,Principado de Asturias,1,0,0,0,0,0,TRUE,TRUE
2020-03-01,CHE,Switzerland,Aargau,1,0,0,1,0,0,FALSE,FALSE
2020-03-01,CHE,Switzerland,Basel City,1,0,0,1,0,0,FALSE,FALSE
2020-03-01,CHE,Switzerland,Basel Country,2,0,0,2,0,0,FALSE,FALSE
2020-03-01,CHE,Switzerland,Bern,2,0,0,2,0,0,FALSE,FALSE
2020-03-01,CHE,Switzerland,Fribourg,1,0,0,1,0,0,FALSE,FALSE
2020-03-01,CHE,Switzerland,Geneva,7,0,0,7,3,0,FALSE,FALSE
2020-03-01,CHE,Switzerland,Ticino,1,0,0,1,0,0,FALSE,FALSE
2020-03-01,CHE,Switzerland,Valais,2,0,0,2,4,0,FALSE,FALSE
2020-03-01,CHE,Switzerland,Zurich,2,0,0,2,0,0,FALSE,FALSE
2020-03-01,GBR,United Kingdom,East of England,3,0,0,0,0,0,FALSE,TRUE
2020-03-01,GBR,United Kingdom,England,9,0,0,0,0,0,FALSE,TRUE
2020-03-01,GBR,United Kingdom,London,4,0,0,0,0,0,FALSE,TRUE
2020-03-01,GBR,United Kingdom,Midlands,1,0,0,0,0,0,FALSE,TRUE
2020-03-01,GBR,United Kingdom,North East and Yorkshire,4,0,0,0,0,0,FALSE,TRUE
2020-03-01,GBR,United Kingdom,North West,1,0,0,0,0,0,FALSE,TRUE
2020-03-01,GBR,United Kingdom,Northern Ireland,1,0,0,0,0,0,FALSE,TRUE
2020-03-01,GBR,United Kingdom,South East,9,0,0,0,0,0,FALSE,TRUE
2020-03-01,GBR,United Kingdom,South West,2,0,0,0,0,0,FALSE,TRUE
2020-03-01,GBR,United Kingdom,Wales,1,0,0,0,0,0,FALSE,TRUE
2020-03-02,FRA,France,Auvergne-Rhône-Alpes,37,0,0,37,0,0,TRUE,TRUE
2020-03-02,FRA,France,Bourgogne-Franche-Comté,8,0,0,8,0,0,TRUE,TRUE
2020-03-02,FRA,France,Bretagne,13,0,0,13,0,0,TRUE,TRUE
2020-03-02,FRA,France,Grand Est,12,0,0,12,0,0,TRUE,TRUE
2020-03-02,FRA,France,Hauts-de-France,45,0,0,45,0,0,TRUE,TRUE
2020-03-02,FRA,France,Île-de-France,34,0,0,34,0,0,TRUE,TRUE
2020-03-02,FRA,France,Normandie,2,0,0,2,0,0,TRUE,TRUE
2020-03-02,FRA,France,Nouvelle-Aquitaine,4,0,0,4,0,0,TRUE,TRUE
2020-03-02,FRA,France,Occitanie,6,0,0,6,0,0,TRUE,TRUE
2020-03-02,FRA,France,Pays de la Loire,5,0,0,5,0,0,TRUE,TRUE
2020-03-02,FRA,France,Provence-Alpes-Côte d'Azur,9,0,0,9,0,0,TRUE,TRUE
2020-03-02,DEU,Germany,Baden-Württemberg,20,0,0,0,0,0,TRUE,TRUE
2020-03-02,DEU,Germany,Bayern,26,0,0,0,0,0,TRUE,TRUE
2020-03-02,DEU,Germany,Berlin,1,0,0,0,0,0,TRUE,TRUE
2020-03-02,DEU,Germany,Bremen,1,0,0,0,0,0,TRUE,TRUE
2020-03-02,DEU,Germany,Hamburg,2,0,0,0,0,0,TRUE,TRUE
2020-03-02,DEU,Germany,Hessen,10,0,0,0,0,0,TRUE,TRUE
2020-03-02,DEU,Germany,Niedersachsen,1,0,0,0,0,0,TRUE,TRUE
2020-03-02,DEU,Germany,Nordrhein-Westfalen,90,0,0,0,0,0,TRUE,TRUE
2020-03-02,DEU,Germany,Repatriierte,2,0,0,0,0,0,TRUE,TRUE
2020-03-02,DEU,Germany,Rheinland-Pfalz,2,0,0,0,0,0,TRUE,TRUE
2020-03-02,DEU,Germany,Schleswig Holstein,2,0,0,0,0,0,TRUE,TRUE
2020-03-02,ITA,Italy,Abruzzo,5,0,0,5,3,0,TRUE,TRUE
2020-03-02,ITA,Italy,Bolzano,1,0,0,1,1,0,TRUE,TRUE
2020-03-02,ITA,Italy,Calabria,1,0,0,1,0,0,TRUE,TRUE
2020-03-02,ITA,Italy,Campania,17,0,0,17,4,0,TRUE,TRUE
2020-03-02,ITA,Italy,Emilia-Romagna,335,11,0,324,164,16,TRUE,TRUE
2020-03-02,ITA,Italy,Friuli Venezia Giulia,9,0,0,9,0,0,TRUE,TRUE
2020-03-02,ITA,Italy,Lazio,7,0,3,4,3,0,TRUE,TRUE
2020-03-02,ITA,Italy,Liguria,22,0,4,18,13,1,TRUE,TRUE
2020-03-02,ITA,Italy,Lombardia,1254,38,139,1077,605,127,TRUE,TRUE
2020-03-02,ITA,Italy,Marche,35,1,0,34,23,6,TRUE,TRUE
2020-03-02,ITA,Italy,Piemonte,51,0,0,51,14,2,TRUE,TRUE
2020-03-02,ITA,Italy,Puglia,4,0,0,4,2,0,TRUE,TRUE
2020-03-02,ITA,Italy,Sicilia,7,0,2,5,2,0,TRUE,TRUE
2020-03-02,ITA,Italy,Toscana,13,0,1,12,7,0,TRUE,TRUE
2020-03-02,ITA,Italy,Umbria,2,0,0,2,0,0,TRUE,TRUE
2020-03-02,ITA,Italy,Veneto,273,2,0,271,67,14,TRUE,TRUE
2020-03-02,NLD,Netherlands,Drenthe,2,0,0,0,0,0,TRUE,TRUE
2020-03-02,NLD,Netherlands,North Brabant,8,0,0,0,0,0,TRUE,TRUE
2020-03-02,NLD,Netherlands,North Holland,3,0,0,0,0,0,TRUE,TRUE
2020-03-02,NLD,Netherlands,South Holland,3,0,0,0,0,0,TRUE,TRUE
2020-03-02,NLD,Netherlands,Utrecht,3,0,0,0,0,0,TRUE,TRUE
2020-03-02,ESP,Spain,Andalucía,12,0,0,0,0,0,TRUE,TRUE
2020-03-02,ESP,Spain,Canarias,7,0,0,0,0,0,TRUE,TRUE
2020-03-02,ESP,Spain,Cantabria,10,0,0,0,0,0,TRUE,TRUE
